Institution ID,Number of Pell grant recipients,Number of undergraduates
441900,1118,3389
441919,369,392
441928,489,646
441937,1875,4736
441955,432,720
441964,355,607
441973,1204,1920
441982,23,342
442037,340,497
442046,952,1093
442073,758,1203
442134,477,921
442143,474,659
442152,1182,1711
442161,704,1124
442170,1273,1828
442189,173,793
442204,360,463
442213,13,51
442222,106,166
442231,872,1309
442240,167,469
442329,599,1148
442338,376,519
442347,190,296
442356,494,1375
442383,194,229
442408,68,252
442426,389,541
442435,19,46
442444,651,761
442462,175,210
442523,40,40
442569,1541,7803
442578,141,270
442602,645,980
442611,1020,2144
442620,401,569
442639,6,19
442648,377,526
442657,262,421
442718,403,551
442727,1238,1747
442736,389,558
442745,401,561
442781,88,226
442790,846,1047
442815,447,663
442842,37,87
442879,537,2053
442888,177,269
442897,55,107
442930,825,1369
442949,37,90
442958,13,59
442967,114,151
442976,114,160
442985,56,76
443021,118,202
443049,54,134
443058,12,20
443076,0,6
443100,223,231
443137,291,507
443146,196,299
443173,35,62
443207,796,932
443216,127,301
443225,73,118
443234,330,459
443252,1419,1419
443261,221,422
443270,146,194
443289,62,130
443298,242,378
443304,51,76
443322,450,526
443331,574,1351
443340,37,77
443359,174,243
443377,66,107
443410,276,963
443429,53,129
443438,261,264
443456,164,241
443465,132,179
443474,767,1079
443483,105,229
443492,1518,2925
443526,436,589
443535,302,425
443544,428,594
443562,2413,2568
443571,245,246
443599,9,331
443623,855,1262
443632,200,289
443641,100,268
443650,363,443
443669,195,591
443678,73,162
443687,419,484
443696,6,30
443739,193,246
443748,347,494
443766,968,1310
443784,1153,1843
443827,195,823
443836,379,749
443845,851,876
443854,476,655
443881,717,950
443890,1007,1270
443906,103,163
443924,551,731
443942,75,156
443951,90,102
443979,29,107
444024,643,1001
444042,1339,1613
444051,101,192
444079,332,460
444088,536,696
444121,184,255
444130,100,329
444158,13644,20117
444167,2818,3979
444194,185,196
444200,669,1066
444219,1609,8353
444228,35,49
444237,699,926
444255,257,316
444264,115,201
444282,178,233
444291,165,217
444307,99,180
444316,120,276
444325,169,218
444334,64,75
444343,209,231
444352,234,234
444361,62,91
444370,150,228
444389,400,650
444398,80,201
444404,93,94
444413,30,111
444422,141,266
444440,145,153
444468,34,42
444486,276,598
444510,179,227
444529,119,177
444547,26,39
444556,229,413
444565,321,403
444574,478,987
444583,796,818
444592,109,109
444608,40,82
444635,38,71
444644,47,77
444653,56,76
444662,18,60
444671,215,215
444680,280,280
444705,16,41
444714,872,1408
444723,1173,1683
444732,315,315
444750,11,23
444769,164,409
444778,66,107
444787,48,97
444796,277,284
444811,145,293
444857,25,95
444866,171,294
444893,379,413
444909,11,29
444927,305,436
444936,56,58
444945,309,344
444954,1107,2608
444972,73,212
444990,286,438
445018,889,1578
445027,8565,12265
445072,537,549
445081,226,346
445090,491,580
445115,442,720
445124,371,510
445133,286,429
445142,168,266
445188,3246,5431
445197,374,526
445203,408,545
445212,185,396
445221,78,113
445230,868,1763
445249,235,355
445258,313,390
445267,832,4321
445276,396,415
445300,301,488
445319,148,243
445328,174,471
445337,122,189
445346,372,540
445364,452,606
445373,529,676
445382,500,684
445391,156,214
445434,570,758
445452,1101,1764
445461,1132,1625
445470,189,335
445498,94,94
445504,98,126
445531,42,52
445540,67,97
445559,95,290
445577,115,197
445601,557,716
445610,182,262
445638,40,117
445647,41,136
445656,73,197
445665,260,396
445674,272,1074
445683,38,64
445692,200,371
445708,1226,2401
445717,1496,2373
445726,129,393
445735,70,236
445744,372,489
445753,166,243
445762,69,207
445771,379,573
445780,66,87
445799,901,2274
445814,713,1109
445841,96,182
445850,109,189
445896,50,84
445911,607,915
445920,304,465
445939,106,213
445948,292,359
445957,226,484
445984,28,28
445993,199,523
446048,283,882
446057,115,204
446075,20,28
446084,217,340
446093,157,241
446109,134,214
446118,950,981
446127,157,195
446136,566,913
446145,44,56
446163,82,110
446190,27,31
446206,28,31
446215,34,72
446224,7,73
446233,83,166
446242,249,369
446251,37,73
446260,104,228
446288,62,136
446303,112,171
446349,15,20
446385,29,138
446394,15,74
446400,421,452
446437,237,383
446446,61,108
446455,18,58
446464,42,145
446491,34,35
446507,15,29
446516,18,18
446525,49,87
446534,156,209
446543,47,55
446552,1782,2202
446561,896,1312
446570,64,67
446589,105,158
446598,10,27
446604,1373,1510
446613,20,60
446640,159,287
446668,525,791
446677,131,165
446701,45,70
446710,153,179
446729,32,46
446738,428,927
446747,365,661
446756,389,676
446765,230,402
446774,1530,4360
446792,359,514
446808,200,335
446817,218,294
446835,823,1175
446844,420,868
446853,209,305
446880,297,339
446899,346,462
446905,299,406
446914,581,828
446923,396,474
446996,94,128
447014,436,554
447023,795,902
447050,69,197
447069,375,476
447102,600,854
447120,269,606
447148,317,424
447157,45,70
447166,79,135
447175,152,198
447209,733,935
447218,676,912
447227,889,1066
447236,221,304
447245,623,872
447254,24,28
447263,635,1084
447272,187,277
447290,869,1016
447315,66,97
447324,142,207
447333,70,92
447342,55,109
447351,296,330
447360,198,388
447379,270,348
447388,264,296
447403,639,1573
447421,247,341
447430,81,229
447449,48,59
447458,329,690
447467,299,319
447476,130,158
447494,360,502
447519,345,648
447528,192,193
447582,1454,2857
447591,265,341
447625,149,227
447634,202,641
447652,346,485
447661,152,304
447670,198,340
447689,4987,9397
447704,29,126
447713,68,117
447722,98,106
447731,198,325
447759,271,358
447768,1672,2565
447777,498,991
447795,15,28
447810,315,450
447847,11,119
447856,237,237
447865,65,65
447874,273,595
447883,216,233
447892,192,284
447908,36,42
447917,78,124
447935,387,489
447953,271,320
447962,158,272
447971,63,136
447980,57,77
447999,113,226
448008,18,27
448017,151,188
448026,46,168
448035,31,48
448044,12,18
448053,101,140
448071,198,293
448105,47,47
448114,871,1255
448123,320,322
448141,48,71
448150,150,208
448196,122,438
448202,56,88
448211,91,100
448220,34,87
448239,92,178
448248,223,2711
448257,30,45
448266,22,46
448275,32,46
448284,335,767
448309,809,1252
448345,573,942
448354,198,222
448372,69,116
448406,300,412
448415,820,1792
448424,118,152
448433,1428,2712
448442,361,453
448451,367,486
448460,136,185
448479,386,499
448488,217,270
448497,266,323
448503,277,365
448512,381,522
448521,36,51
448530,374,527
448558,114,163
448567,606,911
448576,1712,2315
448585,391,512
448594,1651,3752
448600,192,294
448619,342,418
448628,260,431
448646,184,196
448664,344,401
448673,1189,1756
448707,339,342
448716,406,467
448734,58,106
448752,369,459
448761,172,234
448770,303,500
448789,267,354
448798,132,182
448804,173,367
448822,15,28
448831,94,129
448840,1601,4076
448859,83,130
448886,3351,7894
448895,530,836
448974,484,593
448983,452,653
449010,625,992
449038,1635,2338
449074,647,1405
449083,358,358
449092,310,310
449117,266,361
449126,199,229
449135,243,256
449144,207,218
449153,186,190
449162,108,133
449171,140,181
449180,120,158
449199,75,102
449205,74,97
449214,64,80
449223,149,168
449232,145,181
449241,78,107
449250,306,449
449269,809,1231
449302,32,55
449311,331,351
449320,811,1154
449339,13978,45772
449348,31,102
449357,162,206
449366,159,631
449375,148,276
449384,36,125
449393,135,150
449436,246,308
449445,123,148
449454,87,115
449463,45,81
449472,90,127
449490,43,112
449506,465,575
449524,123,201
449533,132,232
449597,29,57
449603,128,223
449612,111,204
449658,54,126
449667,87,263
449676,85,168
449685,98,120
449700,208,483
449719,170,282
449728,50,52
449746,306,306
449764,56,126
449773,178,437
449782,55,64
449791,152,355
449807,103,227
449816,120,725
449852,66,87
449861,220,289
449870,22,128
449898,398,610
449904,316,441
449931,273,886
449959,134,298
449968,146,433
449977,117,297
449986,148,417
449995,113,313
450003,243,341
450021,410,525
450049,407,604
450058,492,748
450067,557,565
450076,666,1122
450085,396,627
450094,918,1285
450119,221,264
450128,477,484
450146,35,121
450155,183,259
450173,12410,20018
450182,531,791
450191,419,485
450207,155,205
450216,417,593
450225,272,403
450234,326,406
450243,399,541
450252,428,567
450261,150,197
450270,323,422
450289,309,338
450298,151,247
450377,298,405
450395,91,236
450401,363,515
450429,151,229
450447,231,302
450456,321,447
450465,348,431
450474,670,929
450483,111,203
450492,441,570
450526,269,370
450535,145,171
450544,112,215
450571,955,1392
450580,108,166
450599,154,215
450605,129,218
450614,163,210
450623,119,193
450632,129,238
450641,56,162
450650,162,317
450669,141,192
450678,362,531
450696,470,611
450702,529,687
450720,186,290
450739,149,238
450757,52,171
450766,27,51
450784,102,160
450793,142,221
450809,62,77
450818,88,108
450827,160,198
450836,173,194
450845,68,81
450854,122,145
450863,83,95
450872,116,154
450881,78,95
450933,3370,14990
450951,76,217
450960,200,290
450979,531,3688
450988,176,340
451006,184,275
451015,371,432
451033,2,23
451042,14,105
451051,62,110
451060,186,274
451097,208,292
451103,1065,1251
451121,96,151
451149,542,1157
451158,419,926
451167,87,129
451194,19,33
451219,15,34
451228,123,185
451237,13,40
451255,87,106
451264,156,334
451282,136,256
451291,36,44
451307,35,84
451316,80,112
451334,94,159
451343,123,205
451352,335,587
451361,14,41
451370,49,63
451398,86,145
451404,238,248
451413,53,354
451422,30,158
451440,183,359
451459,125,214
451468,65,240
451477,207,310
451495,49,84
451501,124,155
451529,103,109
451538,223,223
451547,42,55
451556,964,1155
451565,128,301
451574,101,228
451583,96,256
451592,2,10
451617,28,47
451626,108,173
451635,33,51
451644,19,24
451653,31,41
451662,7402,10643
451671,725,1780
451699,1053,1299
451705,66,81
451714,145,412
451741,686,712
451750,529,768
451769,316,533
451796,649,987
451802,15,24
451811,49,74
451820,883,1555
451848,423,654
451857,229,296
451866,267,359
451875,222,308
451884,343,417
451909,361,451
451918,158,250
451936,232,313
451945,291,392
451954,153,210
451963,231,335
451972,235,331
451981,167,229
451990,309,398
452009,22,77
452018,302,519
452027,520,767
452036,473,764
452045,400,840
452054,269,621
452063,700,1202
452072,86,201
452081,426,765
452090,100,131
452106,67,96
452115,665,735
452124,327,431
452373,461,541
452540,0,5
452692,0,7
452771,0,33
452780,0,38
452841,140,175
452948,502,825
452984,0,27
453075,52,97
453109,100,153
453127,409,572
453163,1735,2438
453215,351,664
453297,0,57
453349,164,294
453455,161,192
453464,209,221
453473,120,134
453482,100,134
453552,383,575
453570,49,92
453747,111,141
453756,66,99
453792,0,498
453817,202,435
453923,0,10
454078,48,50
454175,490,697
454184,184,582
454227,2665,9877
454236,337,677
454245,270,531
454306,392,463
454315,99,148
454324,88,101
454333,115,146
454342,131,156
454351,192,224
454360,240,290
454379,172,210
454388,113,145
454397,135,172
454458,152,168
454467,120,157
454476,98,116
454485,57,64
454494,99,113
454500,144,178
454519,136,164
454528,92,126
454537,30,112
454546,55,166
454555,155,363
454573,292,445
454582,157,312
454591,128,167
454607,118,341
454616,136,300
454625,396,443
454652,88,196
454689,0,2
454698,325,409
454704,57,80
454722,36,52
454731,202,300
454740,118,233
454759,24,29
454768,127,288
454777,106,309
454786,592,932
454795,74,350
454801,57,104
454810,210,447
454829,25,325
454847,79,170
454856,168,564
454865,171,237
454874,64,114
454883,359,645
454892,35,51
454908,156,190
454917,183,358
454926,139,331
454935,46,83
454944,69,193
454953,16,55
454962,13,32
454971,165,300
454980,83,176
454999,99,186
455008,107,227
455017,13,50
455026,24,131
455035,0,20
455053,85,129
455062,39,106
455071,60,170
455080,118,238
455105,32,94
455114,5216,9107
455141,148,314
455187,81,124
455196,1264,2637
455202,115,378
455211,87,180
455220,70,81
455239,127,216
455248,12,13
455257,263,334
455275,139,412
455284,155,374
455293,19,26
455327,87,97
455336,250,268
455345,76,80
455354,340,512
455372,28,74
455381,36,159
455390,70,239
455415,23,23
455424,247,662
455460,214,434
455479,465,778
455488,345,510
455497,182,226
455512,846,2675
455549,65,80
455558,158,197
455567,110,388
455585,114,216
455600,418,514
455619,482,587
455628,810,945
455646,65,70
455655,438,471
455673,50,57
455707,28,46
455716,477,594
455725,297,361
455734,92,204
455743,65,71
455752,95,122
455761,291,519
455770,27,64
455789,16,25
455798,68,167
455831,247,251
455840,281,389
455859,173,314
455868,105,114
455877,153,330
455886,96,229
455895,125,270
455901,106,288
455910,44,90
455929,52,79
455938,16,25
455947,84,252
455956,185,237
455965,88,204
455974,52,52
455983,220,510
456001,31,61
456010,117,234
456029,85,208
456038,349,971
456056,392,440
456065,121,256
456074,110,294
456092,86,175
456117,120,143
456126,118,197
456135,158,196
456144,61,136
456153,205,214
456180,227,260
456205,468,533
456214,251,358
456250,210,318
456278,136,150
456287,73,196
456296,1053,1387
456302,322,570
456311,122,211
456320,446,771
456339,590,848
456348,5601,7900
456357,1038,1366
456366,665,899
456375,609,752
456393,110,150
456409,194,236
456418,275,348
456427,221,314
456436,227,323
456445,314,393
456454,242,388
456481,30,54
456490,66,112
456506,119,211
456515,129,243
456551,34,86
456560,30,146
456588,75,84
456597,123,169
456612,452,578
456621,132,177
456630,72,101
456667,607,816
456719,175,187
456728,59,76
456737,137,167
456746,116,167
456755,59,70
456764,134,175
456773,105,121
456782,238,370
456791,800,919
456807,127,206
456816,235,330
456825,56,144
456834,114,172
456852,646,688
456861,731,1070
456922,489,556
456931,333,507
456940,139,500
456959,115,414
456968,155,246
456977,216,216
457004,88,106
457022,206,243
457031,31,86
457077,428,683
457086,197,286
457101,199,301
457110,240,459
457129,313,586
457174,469,653
457183,0,78
457192,100,101
457208,121,205
457217,59,82
457226,26,63
457244,87,188
457253,75,91
457280,172,231
457299,103,178
457314,178,258
457323,181,431
457332,3,32
457341,38,192
457350,17,38
457378,123,196
457387,143,462
457396,120,196
457402,22,50
457411,130,204
457420,105,210
457439,74,84
457448,167,289
457457,35,38
457466,50,105
457475,87,137
457484,55,123
457493,17,26
457509,23,50
457527,191,535
457536,62,300
457545,65,191
457554,31,58
457563,69,192
457572,76,177
457581,117,248
457590,36,41
457606,128,130
457615,16,31
457624,15,33
457633,104,212
457642,33,112
457651,91,200
457679,22,49
457688,272,1608
457697,18,63
457703,106,170
457721,32,48
457730,580,699
457749,63,165
457758,311,474
457767,230,230
457776,63,134
457785,114,143
457794,110,126
457800,110,1118
457819,235,981
457828,115,269
457837,98,185
457846,54,97
457855,82,208
457864,96,178
457873,1,258
457891,46,61
457916,83,144
457925,8,21
457943,43,80
457952,110,346
457961,53,86
457989,47,55
457998,23,47
458007,71,78
458016,78,117
458025,0,25
458034,38,59
458043,101,183
458052,39,93
458061,112,134
458070,153,401
458098,66,143
458104,76,129
458113,38,67
458122,2,17
458131,243,461
458140,8,33
458168,69,124
458177,109,137
458186,259,495
458195,19,46
458210,614,1527
458229,523,1082
458247,297,420
458256,745,819
458265,1143,1382
458274,210,513
458283,484,712
458292,94,116
458308,26,37
458317,133,177
458326,91,124
458335,175,208
458344,90,113
458353,96,129
458362,123,156
458371,150,253
458380,209,280
458399,67,67
458405,597,671
458414,2848,2854
458423,53,78
458432,170,201
458441,467,508
458469,875,987
458478,391,535
458487,95,230
458496,318,550
458502,479,568
458557,293,401
458593,479,526
458609,319,512
458618,169,265
458627,124,245
458636,131,249
458645,79,260
458654,258,513
458663,328,476
458681,140,176
458690,483,732
458706,508,714
458715,265,435
458733,202,293
458742,133,241
458751,166,260
458760,181,283
458779,204,277
458797,353,490
458803,222,276
458812,68,131
458821,117,128
458830,237,416
458849,97,222
458858,240,297
458867,324,381
458885,85,104
458919,2887,3730
458937,102,133
458955,184,217
458964,957,1355
458973,528,784
458982,578,952
458991,217,315
459000,191,224
459019,196,234
459028,89,103
459037,212,264
459046,158,205
459055,118,187
459064,154,203
459073,100,117
459091,85,122
459107,473,564
459116,120,269
459125,71,95
459134,41,53
459143,27,84
459152,21,319
459161,132,588
459170,79,105
459189,59,144
459198,178,379
459204,339,680
459213,617,1009
459222,3,26
459231,203,458
459259,364,562
459268,358,525
459277,231,643
459286,165,413
459295,60,125
459301,107,248
459310,10,10
459329,148,295
459338,66,75
459347,34,76
459356,15,147
459365,50,85
459374,60,162
459392,47,183
459408,26,68
459417,44,82
459426,97,159
459435,8,26
459444,37,38
459453,60,168
459462,134,324
459471,34,47
459480,36,56
459499,15,29
459514,40,56
459523,31,35
459532,121,148
459541,35,76
459550,125,240
459569,18,29
459578,98,241
459587,237,329
459596,256,329
459602,162,207
459611,184,238
459620,77,105
459639,293,444
459648,116,135
459657,135,191
459666,169,218
459675,174,277
459684,319,398
459693,299,336
459709,338,407
459718,392,552
459727,37,99
459815,134,159
459824,19,43
459833,64,71
459842,250,368
459851,175,287
459930,896,1055
459958,518,745
459967,501,647
459985,421,576
459994,1453,2343
460002,110,110
460011,125,228
460020,369,446
460039,606,752
460048,466,601
460057,35,66
460066,51,114
460075,3,63
460093,223,417
460109,147,305
460118,181,274
460127,137,245
460136,576,1045
460145,164,238
460172,0,280
460181,295,807
460190,339,811
460206,461,1131
460215,300,518
460349,63,113
460358,392,515
460367,641,835
460385,35,68
460394,2203,9079
460446,215,418
460455,54,78
460464,1893,9664
460473,58,68
460482,249,302
460516,70,221
460525,214,494
460534,300,665
460543,676,1330
460552,43,146
460561,41,77
460570,177,386
460589,409,524
460598,871,1032
460604,10,42
460613,539,724
460631,178,178
460640,33,59
460659,98,143
460668,217,261
460677,439,441
460695,163,258
460701,255,404
460710,111,278
460729,760,3876
460738,150,1805
460747,63,492
460756,296,368
460765,45,90
460774,541,577
460783,206,247
460808,36,51
460817,425,469
460826,361,422
460835,707,769
460844,401,434
460853,549,591
460862,136,481
460871,168,348
460899,374,473
460905,42,90
460914,102,296
460923,478,536
460932,43,100
460950,49,100
460969,208,295
460978,196,283
460987,26,111
460996,54,141
461005,117,259
461014,573,617
461023,479,967
461032,55,111
461041,269,320
461111,63,72
461148,119,2203
461157,0,29
461175,109,350
461193,83,155
461218,22,40
461227,48,100
461236,4,137
461245,115,484
461254,54,87
461263,10,99
461272,56,82
461281,17,103
461290,34,95
461306,77,186
461315,64,86
461324,32,275
461333,0,33
461342,26,78
461351,69,1760
461360,53,77
461379,13,22
461388,56,85
461397,274,453
461403,28,60
461412,0,180
461421,119,319
461430,205,302
461449,154,168
461458,32,60
461476,23,61
461485,3,7
461494,97,97
461500,34,53
461528,36,137
461537,23,30
461546,36,73
461555,117,248
461564,80,94
461573,118,164
461582,69,155
461591,74,222
461607,82,139
461616,4,62
461625,69,69
461634,420,669
461643,4,23
461652,38,87
461661,19,78
461670,56,100
461689,98,141
461698,140,195
461704,129,265
461713,40,68
461722,61,127
461731,29,81
461740,54,73
461759,60,128
461768,124,236
461777,32,45
461786,22,65
461795,130,304
461801,38,81
461810,66,75
461829,211,394
461838,39,165
461847,32,41
461856,445,615
461865,110,336
461874,124,135
461883,13,55
461892,158,183
461908,94,218
461917,71,285
461926,101,185
461935,37,54
461944,90,137
461953,29,60
461962,231,610
461971,65,92
461980,146,226
461999,44,47
462008,124,376
462017,58,135
462026,39,41
462035,109,139
462053,41,96
462062,86,142
462071,155,414
462239,37,46
462266,143,151
462309,48,140
462318,42,128
462327,21,88
462336,34,46
462345,74,137
462354,39,138
462363,98,121
462372,133,191
462390,74,88
462406,33,55
465812,394,922
466152,219,258
466161,99,131
466170,302,365
466189,167,219
466514,199,291
466523,112,134
466921,287,540
466930,133,231
467058,89,131
467094,263,454
467155,1264,1564
467340,172,229
467368,252,369
467508,124,146
467517,125,156
467526,93,119
467535,198,242
467544,59,66
467553,76,97
467562,79,105
467571,119,144
467580,40,48
467599,87,129
467605,117,169
467614,109,125
467623,97,120
467632,133,169
467641,187,250
467650,97,123
467669,138,156
467678,127,152
467784,917,1118
467793,121,147
467809,63,153
467863,115,291
467872,108,276
467881,779,1029
467906,140,250
468015,252,398
468024,119,188
468246,127,359
468255,166,230
468398,118,192
468705,120,142
468723,376,492
468732,305,626
468769,88,182
468866,37,56
468875,152,212
468893,97,185
468963,193,212
469054,583,858
469124,446,687
469133,414,583
469142,402,706
469151,243,352
469160,208,365
469188,85,157
469197,162,196
469391,73,79
469407,289,303
469416,317,333
469568,53,309
469586,102,193
469610,991,1423
469629,208,274
469638,517,543
469647,299,548
469911,268,296
469920,223,259
469957,133,280
469975,131,228
469993,35,35
470047,33,62
470092,279,426
470162,644,821
470223,24,24
470296,21,32
470302,244,324
470393,80,132
470852,71,99
470861,138,196
470870,86,126
470889,254,329
470898,176,225
470904,108,135
474702,128,163
474863,217,505
474881,64,157
474890,332,387
474906,48,55
474915,280,412
474924,174,262
474933,62,154
474942,119,229
474951,397,559
474960,195,260
474979,226,310
474997,336,432
475015,73,293
475024,287,399
475042,223,255
475051,36,101
475060,212,233
475079,188,211
475097,32,300
475121,6794,11447
475130,135,209
475176,283,318
475185,0,125
475194,227,255
475200,192,332
475255,74,96
475273,950,1367
475282,81,140
475291,160,185
475325,267,651
475352,639,705
475370,543,596
475389,22,60
475404,29,133
475413,28,45
475422,56,109
475431,11,13
475440,1,20
475459,697,699
475468,73,194
475477,74,84
475486,126,317
475501,27,57
475529,13,41
475538,90,90
475547,72,154
475556,112,217
475565,181,289
475574,54,71
475583,129,138
475592,128,134
475608,69,243
475617,437,476
475626,27,52
475635,8,21
475644,24,27
475653,15,38
475662,90,138
475680,132,220
475699,123,154
475705,13,14
475714,87,500
475723,0,424
475732,247,381
475741,76,124
475750,293,366
475839,0,41
475866,98,109
475875,90,102
475884,62,78
476063,175,338
476090,70,90
476106,47,55
476115,35,46
476124,30,34
476133,182,207
476142,42,55
476151,36,47
476160,48,76
476179,145,183
476203,56,85
476230,79,121
476294,76,112
476319,25,27
476328,647,787
476337,43,103
476346,350,474
476355,5,58
476373,14,32
476382,108,170
476391,70,156
476470,159,355
476489,176,238
476498,157,189
476504,81,763
476513,69,111
476522,209,302
476531,41,63
476540,91,176
476559,77,275
476568,16,19
476577,93,300
476586,70,177
476595,30,84
476601,12,42
476610,100,120
476629,74,150
476638,14,52
476674,30,87
476683,194,199
476692,9,26
476708,70,142
476717,264,265
476726,112,264
476735,35,58
476744,46,83
476753,52,147
476762,71,119
476771,38,43
476780,31,328
476799,52,125
476805,54,68
476814,0,217
476823,30,78
476832,52,61
476841,132,323
476850,57,91
476869,181,258
476878,53,139
476887,75,160
476896,81,130
476902,26,50
476911,150,265
476939,78,85
476948,61,162
476957,17,27
476966,71,233
476975,1087,3692
476984,85,192
476993,94,194
477002,13,104
477011,46,76
477020,84,123
477039,91,168
477950,82,101
477996,136,168
478005,95,122
478014,66,86
478582,201,254
478591,173,241
478616,100,122
478625,95,116
478634,107,133
478643,23,45
478661,192,288
478917,61,77
478953,132,326
479053,153,209
479062,7,10
479123,21,33
479248,172,226
479424,58,134
479549,226,262
479558,107,146
479567,30,46
479576,38,52
479585,56,64
479594,100,153
479600,70,88
479619,53,82
479628,188,230
479637,52,76
479646,47,60
479655,89,105
479664,31,43
479770,71,95
479956,1741,4791
479965,44,91
479974,71,99
479983,30,68
479992,0,75
480000,38,80
480019,86,539
480028,22,49
480037,0,633
480064,59,82
480073,69,110
480082,75,105
480091,1690,2016
480107,313,325
480125,189,240
480134,137,487
480143,92,137
480152,376,437
480161,3,9
480170,84,121
480189,734,1141
480198,550,984
480204,124,162
480310,136,191
480329,435,510
480338,526,588
480347,66,103
480356,75,143
480444,0,5
480480,23,26
480499,0,6
480505,3,19
480514,169,344
480523,85,142
480532,143,182
480550,72,109
480569,1399,2309
480693,57,97
480718,0,140
480727,23,55
480736,7,11
480754,0,20
480781,0,22
480815,150,152
480824,137,175
480833,86,147
480842,7,14
480879,10,32
480888,93,204
480897,15,125
480903,405,608
480912,0,12
480930,40,99
480967,0,233
480976,24,50
480985,7,132
480994,60,94
481003,0,147
481021,0,70
481049,7,22
481058,36,36
481067,17,21
481076,0,9
481085,104,365
481100,41,159
481119,261,477
481128,28,523
481137,21,47
481146,32,75
481155,0,38
481164,0,265
481173,5,308
481182,28,60
481191,0,424
481207,0,58
481225,11,27
481234,38,298
481243,13,180
481252,10,13
481261,0,21
481270,11,14
481289,32,107
481298,35,46
481304,16,57
481313,8,23
481322,76,104
481331,17,50
481340,23,87
481359,6,40
481368,0,31
481377,13,34
481386,58,141
481395,20,26
481410,18,73
481429,0,169
481438,25,53
481447,2,35
481456,15,33
481465,5,52
481474,6,61
481483,1,203
481492,3,18
481508,19,130
481517,15,68
481526,24,100
481544,6,77
481553,4,53
481562,8,49
481571,1,2
481580,28,46
481599,33,42
481623,25,42
481632,263,338
481669,74,110
481678,59,65
481739,35,50
481748,121,132
481775,19,20
481827,4,35
481845,59,75
481854,184,251
481863,25,38
481906,28,41
481942,179,284
481960,130,217
482015,91,133
482024,18,18
482060,0,39
482097,119,133
482103,7,87
482149,2511,5827
482158,4563,8876
482167,0,68
482176,0,183
482185,0,28
482194,0,120
482200,0,29
482228,0,98
482246,0,55
482307,83,92
482316,51,63
482325,92,95
482334,39,52
482343,86,100
482352,106,140
482361,211,252
482370,172,192
482389,6,7
482398,120,181
482413,1106,1562
482422,888,1419
482431,5916,9173
482440,566,1045
482459,1882,2920
482468,2387,3397
482477,15422,24055
482486,212,350
482495,56,86
482501,66,108
482510,144,217
482529,212,355
482538,642,1037
482547,218,343
482556,930,1679
482565,434,620
482574,2189,3398
482583,110,172
482592,114,170
482608,901,1478
482617,218,303
482635,2057,3240
482644,75,133
482653,486,1012
482662,356,608
482671,98,160
482680,5497,14493
482699,1953,3051
482857,3955,6550
482954,66,91
482963,77,79
483009,28,40
483018,0,107
483045,5661,8402
483054,0,72
483106,0,132
483124,2527,5894
483212,2450,3589
