pwsid,wsname,yr,mo,population,urb_2013,urb_gpcd,res_2013,res_gpcd,hyd_reg
1010024,California Water Service Company Selma,2014,8,"24,521",317,254,228,183,7
1010024,California Water Service Company Selma,2014,7,"24,521",341,282,252,209,7
1010024,California Water Service Company Selma,2014,6,"24,521",325,280,240,207,7
0410002,California Water Service Company Chico District,2014,9,"100,882",305,261,220,188,5
0410002,California Water Service Company Chico District,2014,8,"98,691",363,294,251,203,5
0410002,California Water Service Company Chico District,2014,7,"98,691",382,328,279,240,5
0410002,California Water Service Company Chico District,2014,6,"98,691",348,330,254,241,5
4410017,Soquel Creek Water District,2014,9,"37,720",116,86,81,60,3
4410017,Soquel Creek Water District,2014,8,"37,720",124,92,86,64,3
4410017,Soquel Creek Water District,2014,7,"37,720",127,101,86,69,3
4410017,Soquel Creek Water District,2014,6,"37,720",123,103,87,73,3
3610064,East Valley Water District,2014,9,"97,318",253,210,195,162,4
3610064,East Valley Water District,2014,8,"97,318",270,204,208,157,4
3610064,East Valley Water District,2014,7,"97,318",291,246,224,189,4
3610064,East Valley Water District,2014,6,"97,318",279,249,215,192,4
4110006,California Water Service Company Bear Gulch,2014,9,"58,705",288,256,257,228,2
4110006,California Water Service Company Bear Gulch,2014,8,"58,242",316,288,285,259,2
4110006,California Water Service Company Bear Gulch,2014,7,"58,242",335,304,298,270,2
4110006,California Water Service Company Bear Gulch,2014,6,"58,242",325,300,289,267,2
3010003,"Buena Park, City of",2014,9,"82,364",204,174,133,113,4
3010003,"Buena Park, City of",2014,8,"82,364",195,176,127,115,4
3010003,"Buena Park, City of",2014,7,"82,364",198,198,128,129,4
3010003,"Buena Park, City of",2014,6,"82,364",197,198,128,128,4
1910152,"South Gate, City of",2014,9,"102,832",87,74,78,66,4
1910152,"South Gate, City of",2014,8,"102,832",76,78,69,70,4
1910152,"South Gate, City of",2014,7,"95,115",86,82,77,74,4
1910152,"South Gate, City of",2014,6,"95,115",92,86,83,78,4
4110016,Hillsborough Town of,2014,9,"10,825",414,320,364,281,2
4110016,Hillsborough Town of,2014,8,"10,825",494,351,434,309,2
4110016,Hillsborough Town of,2014,7,"10,850",471,434,414,382,2
4110016,Hillsborough Town of,2014,6,"10,825",548,411,482,362,2
4810002,"California Water Service Company Dixon, City of",2014,9,"9,826",164,148,141,127,5
4810002,"California Water Service Company Dixon, City of",2014,8,"9,650",187,166,161,142,5
4810002,"California Water Service Company Dixon, City of",2014,7,"9,650",203,187,176,163,5
4810002,"California Water Service Company Dixon, City of",2014,6,"9,650",198,189,172,165,5
3610037,"Redlands, City of",2014,9,"77,852",489,455,367,342,4
3610037,"Redlands, City of",2014,8,"77,852",437,365,326,272,4
3610037,"Redlands, City of",2014,7,"77,852",384,438,287,326,4
3610037,"Redlands, City of",2014,6,"77,852",424,430,317,320,4
3410021,San Juan Water District,2014,9,"38,880",449,388,445,369,5
3410021,San Juan Water District,2014,8,"30,873",716,554,680,526,5
3410021,San Juan Water District,2014,7,"30,873",762,592,724,562,5
3410021,San Juan Water District,2014,6,"30,618",687,565,653,537,5
1910033,California Water Service Company Dominguez,2014,9,"142,212",260,230,89,78,4
1910033,California Water Service Company Dominguez,2014,8,"141,801",260,239,96,88,4
1910033,California Water Service Company Dominguez,2014,7,"141,801",236,234,85,84,4
1910033,California Water Service Company Dominguez,2014,6,"141,801",214,243,75,85,4
0110006,"Hayward, City of",2014,9,"151,037",125,100,65,52,2
0110006,"Hayward, City of",2014,8,"151,037",132,111,82,69,2
0110006,"Hayward, City of",2014,7,"151,037",135,108,81,65,2
0110006,"Hayward, City of",2014,6,"151,037",123,109,74,65,2
1910134,California Water Service Company Hermosa/Redondo,2014,9,"95,623",130,121,100,93,4
1910134,California Water Service Company Hermosa/Redondo,2014,8,"95,493",128,124,97,94,4
1910134,California Water Service Company Hermosa/Redondo,2014,7,"95,493",130,130,101,101,4
1910134,California Water Service Company Hermosa/Redondo,2014,6,"95,493",130,129,96,95,4
2710009,California Water Service Company King City,2014,9,"14,572",120,120,67,67,3
2710009,California Water Service Company King City,2014,8,"13,427",124,131,61,64,3
2710009,California Water Service Company King City,2014,7,"13,427",150,141,77,72,3
2710009,California Water Service Company King City,2014,6,"13,427",145,141,77,75,3
3610055,Yucaipa Valley Water District,2014,9,"44,876",305,288,269,254,4
3610055,Yucaipa Valley Water District,2014,8,"44,851",347,295,304,258,4
3610055,Yucaipa Valley Water District,2014,7,"44,843",340,324,297,283,4
3610055,Yucaipa Valley Water District,2014,6,"42,171",348,356,303,309,4
3610039,"San Bernardino, City of",2014,9,"187,690",285,239,171,144,4
3610039,"San Bernardino, City of",2014,8,"187,690",298,253,266,138,4
3610039,"San Bernardino, City of",2014,7,"187,690",521,297,265,166,4
3610039,"San Bernardino, City of",2014,6,"187,690",291,281,260,251,4
3410020,"Sacramento, City of",2014,9,"475,122",268,219,158,129,5
3410020,"Sacramento, City of",2014,8,"475,122",310,235,198,151,5
3410020,"Sacramento, City of",2014,7,"475,122",324,252,204,159,5
3410020,"Sacramento, City of",2014,6,"475,122",304,250,191,158,5
1510033,California Water Service Company Kern River Valley,2014,9,"5,732",167,123,143,106,7
1510033,California Water Service Company Kern River Valley,2014,8,"5,776",197,177,175,157,7
1510033,California Water Service Company Kern River Valley,2014,7,"5,776",200,202,180,182,7
1510033,California Water Service Company Kern River Valley,2014,6,"5,776",175,179,159,163,7
4310001,California Water Service Company Los Altos/Suburban,2014,9,"68,134",246,208,192,163,2
4310001,California Water Service Company Los Altos/Suburban,2014,8,"67,940",260,227,197,172,2
4310001,California Water Service Company Los Altos/Suburban,2014,7,"67,940",269,242,207,186,2
4310001,California Water Service Company Los Altos/Suburban,2014,6,"67,940",262,242,199,184,2
1610003,"Hanford, City of",2014,9,"57,050",269,279,190,162,7
1610003,"Hanford, City of",2014,8,"57,050",306,225,209,146,7
1610003,"Hanford, City of",2014,7,"57,050",322,267,220,172,7
1610003,"Hanford, City of",2014,6,"57,050",309,329,211,143,7
0110003,California Water Service Company Livermore,2014,9,"57,091",225,149,173,115,2
0110003,California Water Service Company Livermore,2014,8,"56,055",256,161,192,121,2
0110003,California Water Service Company Livermore,2014,7,"56,055",273,168,204,126,2
0110003,California Water Service Company Livermore,2014,6,"56,055",252,183,189,137,2
1510022,West Kern Water District,2014,9,"23,511",750,735,184,125,7
1510022,West Kern Water District,2014,8,"23,511",890,841,218,143,7
1510022,West Kern Water District,2014,7,"23,511",897,812,207,138,7
1510022,West Kern Water District,2014,6,"23,511",854,743,209,126,7
4010007,"Paso Robles, City of",2014,9,"30,450",262,227,173,150,3
4010007,"Paso Robles, City of",2014,8,"30,450",284,247,157,136,3
4010007,"Paso Robles, City of",2014,7,"30,450",296,260,173,152,3
4010007,"Paso Robles, City of",2014,6,"30,450",267,252,163,153,3
4010008,"Pismo Beach, City of",2014,9,"7,705",272,233,205,107,3
4010008,"Pismo Beach, City of",2014,8,"7,705",263,225,226,104,3
4010008,"Pismo Beach, City of",2014,7,"7,705",315,280,236,129,3
4010008,"Pismo Beach, City of",2014,6,"7,705",292,273,,126,3
5810001,California Water Service Company Marysville,2014,9,"12,110",199,183,127,117,5
5810001,California Water Service Company Marysville,2014,8,"12,069",236,202,139,119,5
5810001,California Water Service Company Marysville,2014,7,"12,069",252,226,156,140,5
5810001,California Water Service Company Marysville,2014,6,"12,069",243,220,148,134,5
2010002,"Madera, City of",2014,9,"58,243",135,194,115,165,6
2010002,"Madera, City of",2014,8,"58,243",229,211,194,179,6
2010002,"Madera, City of",2014,7,"58,243",248,207,211,176,6
3310016,"Hemet, City of",2014,9,"23,537",193,177,193,177,4
3310016,"Hemet, City of",2014,8,"23,537",235,201,235,201,4
3310016,"Hemet, City of",2014,7,"23,537",218,200,218,200,4
3310016,"Hemet, City of",2014,6,"23,537",194,208,194,208,4
4110008,California Water Service Company Mid Peninsula,2014,9,"131,069",133,112,97,82,2
4110008,California Water Service Company Mid Peninsula,2014,8,"129,037",144,122,103,88,2
4110008,California Water Service Company Mid Peninsula,2014,7,"129,037",133,127,97,93,2
4110008,California Water Service Company Mid Peninsula,2014,6,"129,037",136,130,99,95,2
1910104,California Water Service Company Palos Verdes,2014,9,"69,892",338,318,267,251,4
1910104,California Water Service Company Palos Verdes,2014,8,"69,801",333,314,266,251,4
1910104,California Water Service Company Palos Verdes,2014,7,"69,801",326,334,257,264,4
1910104,California Water Service Company Palos Verdes,2014,6,"69,801",317,340,253,272,4
3610014,"Colton, City of",2014,9,"47,429",243,218,219,120,4
3610014,"Colton, City of",2014,8,"47,429",241,220,198,121,4
3610014,"Colton, City of",2014,7,"47,429",251,250,225,138,4
3610014,"Colton, City of",2014,6,"47,429",249,247,224,222,4
4910018,California Water Service Company Redwood Valley,2014,9,"3,592",109,94,94,81,1
4910018,California Water Service Company Redwood Valley,2014,8,"3,590",141,102,135,98,1
4910018,California Water Service Company Redwood Valley,2014,7,"3,590",146,114,129,100,1
4910018,California Water Service Company Redwood Valley,2014,6,"3,590",136,100,129,95,1
3010002,"Brea, City of",2014,9,"42,397",315,302,129,124,4
3010002,"Brea, City of",2014,8,"40,377",279,283,123,125,4
3010002,"Brea, City of",2014,7,"41,394",293,301,126,130,4
3010002,"Brea, City of",2014,6,"41,394",278,302,134,145,4
2710010,California Water Service Company Salinas District,2014,9,"120,592",163,141,96,83,3
2710010,California Water Service Company Salinas District,2014,8,"119,516",177,153,96,82,3
2710010,California Water Service Company Salinas District,2014,7,"119,516",181,168,100,93,3
2710010,California Water Service Company Salinas District,2014,6,"119,516",179,166,100,93,3
1510021,"Wasco, City of",2014,9,"19,511",258,208,232,188,7
1510021,"Wasco, City of",2014,8,"19,511",291,245,291,245,7
1510021,"Wasco, City of",2014,7,"19,511",299,260,299,260,7
1510021,"Wasco, City of",2014,6,"19,511",258,263,258,263,7
4110009,California Water Service Company South San Francisco,2014,9,"60,667",136,125,50,46,2
4110009,California Water Service Company South San Francisco,2014,8,"60,172",141,129,54,49,2
4110009,California Water Service Company South San Francisco,2014,7,"60,172",146,135,55,51,2
4110009,California Water Service Company South San Francisco,2014,6,"60,172",146,137,57,53,2
5410015,"Tulare, City of",2014,9,"60,000",354,289,177,145,7
5410015,"Tulare, City of",2014,8,"59,535",406,341,284,239,7
5410015,"Tulare, City of",2014,7,"59,535",398,370,279,259,7
5410015,"Tulare, City of",2014,6,"60,289",396,366,277,256,7
3910001,California Water Service Company Stockton,2014,9,"170,457",169,157,98,91,6
3910001,California Water Service Company Stockton,2014,8,"168,836",192,172,107,96,6
3910001,California Water Service Company Stockton,2014,7,"168,836",205,184,117,105,6
3910001,California Water Service Company Stockton,2014,6,"168,836",196,184,121,114,6
1110003,California Water Service Company Willows,2014,9,"7,086",221,187,152,129,5
1110003,California Water Service Company Willows,2014,8,"7,028",257,221,190,164,5
1110003,California Water Service Company Willows,2014,7,"7,028",299,275,230,212,5
1110003,California Water Service Company Willows,2014,6,"7,028",284,274,216,208,5
5610016,California Water Service Company Westlake,2014,9,"19,461",503,460,357,327,4
5610016,California Water Service Company Westlake,2014,8,"19,434",490,460,363,340,4
5610016,California Water Service Company Westlake,2014,7,"19,434",498,483,354,343,4
5610016,California Water Service Company Westlake,2014,6,"19,434",466,465,336,335,4
4110024,"East Palo Alto, City of",2014,9,"26,181",44,68,32,50,2
4110024,"East Palo Alto, City of",2014,8,"26,181",23,75,18,60,2
4110024,"East Palo Alto, City of",2014,7,"26,181",53,71,43,57,2
4110024,"East Palo Alto, City of",2014,6,"26,181",94,73,76,58,2
3310006,"Banning, City of",2014,9,"30,325",304,296,171,163,10
3310006,"Banning, City of",2014,8,"30,325",360,344,191,182,10
3310006,"Banning, City of",2014,7,"29,603",379,350,209,193,10
3310006,"Banning, City of",2014,6,"29,603",357,346,196,190,10
4810001,"Benicia, City of",2014,9,"28,086",233,185,184,146,2
4810001,"Benicia, City of",2014,8,"28,086",248,193,161,125,2
4810001,"Benicia, City of",2014,7,"28,086",256,208,197,161,2
4810001,"Benicia, City of",2014,6,"28,086",251,222,171,151,2
4110027,Westborough Water District,2014,9,"14,050",83,54,83,40,2
4110027,Westborough Water District,2014,8,"14,050",64,62,64,41,2
4110027,Westborough Water District,2014,7,"14,050",73,62,73,41,2
4110027,Westborough Water District,2014,6,"14,050",66,61,66,43,2
5710006,"Woodland, City of",2014,9,"56,610",236,205,160,139,5
5710006,"Woodland, City of",2014,8,"56,610",225,198,121,107,5
5710006,"Woodland, City of",2014,7,"56,610",310,226,157,114,5
5710006,"Woodland, City of",2014,6,"56,610",260,237,137,124,5
4310007,"Mountain View, City of",2014,9,"75,077",154,135,85,74,2
4310007,"Mountain View, City of",2014,8,"76,781",187,154,103,85,2
4310007,"Mountain View, City of",2014,7,"76,781",186,160,102,88,2
4310007,"Mountain View, City of",2014,6,"76,781",174,166,96,91,2
2610001,Mammoth Community Water District,2014,9,"16,739",157,143,191,86,9
2610001,Mammoth Community Water District,2014,8,"16,739",216,189,352,113,9
2610001,Mammoth Community Water District,2014,7,"16,739",210,181,342,109,9
0710001,"Antioch, City of",2014,9,"106,455",197,166,166,139,6
0710001,"Antioch, City of",2014,8,"106,455",212,178,170,143,6
0710001,"Antioch, City of",2014,7,"106,455",222,192,166,144,6
0710001,"Antioch, City of",2014,6,"106,455",210,193,158,145,6
4110021,Estero Municipal Improvement District,2014,9,"37,000",130,120,73,67,2
4110021,Estero Municipal Improvement District,2014,8,"37,000",170,130,95,73,2
4110021,Estero Municipal Improvement District,2014,7,"37,000",144,138,82,79,2
4110021,Estero Municipal Improvement District,2014,6,"37,000",144,141,75,73,2
3010068,East Orange County Water District,2014,9,"3,656",303,276,297,271,4
3010068,East Orange County Water District,2014,8,"3,656",311,279,304,273,4
3010068,East Orange County Water District,2014,7,"3,656",302,296,296,290,4
3010068,East Orange County Water District,2014,6,"3,656",303,291,296,285,4
5610043,Triunfo Sanitation District / Oak Park Water Service,2014,9,"12,200",250,207,222,184,4
5610043,Triunfo Sanitation District / Oak Park Water Service,2014,8,"12,200",251,221,223,196,4
5610043,Triunfo Sanitation District / Oak Park Water Service,2014,7,"12,200",234,232,208,206,4
5610043,Triunfo Sanitation District / Oak Park Water Service,2014,6,"12,200",239,235,213,209,4
3710002,Vallecitos Water District,2014,9,"93,897",215,190,127,113,4
3710002,Vallecitos Water District,2014,8,"93,897",209,190,123,112,4
3710002,Vallecitos Water District,2014,7,"93,897",209,205,126,123,4
3710002,Vallecitos Water District,2014,6,"91,582",211,210,125,124,4
3310020,"Indio, City of",2014,9,"81,393",246,243,177,175,10
3310020,"Indio, City of",2014,8,"71,563",342,318,246,229,10
3310020,"Indio, City of",2014,7,"71,563",359,344,258,248,10
3310020,"Indio, City of",2014,6,"71,563",346,338,249,243,10
4310014,"Sunnyvale, City of",2014,9,"147,055",145,127,88,77,2
4310014,"Sunnyvale, City of",2014,8,"147,055",165,143,101,87,2
4310014,"Sunnyvale, City of",2014,7,"147,055",172,149,105,91,2
4410010,"Santa Cruz, City of",2014,9,"94,887",106,75,63,45,3
4410010,"Santa Cruz, City of",2014,8,"94,887",113,81,65,47,3
4410010,"Santa Cruz, City of",2014,7,"94,887",115,86,67,50,3
4410010,"Santa Cruz, City of",2014,6,"94,887",114,88,66,51,3
1210006,"Fortuna, City of",2014,9,"11,926",120,103,120,103,1
1210006,"Fortuna, City of",2014,8,"11,926",138,133,137,133,1
1210006,"Fortuna, City of",2014,7,"11,926",138,127,137,127,1
1010003,"Clovis, City of",2014,9,"106,076",316,269,270,230,7
1010003,"Clovis, City of",2014,8,"106,076",330,304,254,234,7
1010003,"Clovis, City of",2014,7,"106,076",357,330,261,241,7
1010003,"Clovis, City of",2014,6,"106,076",348,302,254,220,7
1510006,East Niles Community Service District,2014,9,"26,000",441,392,260,231,7
1510006,East Niles Community Service District,2014,8,"26,000",492,435,320,283,7
1510006,East Niles Community Service District,2014,7,"26,000",520,476,327,300,7
1510006,East Niles Community Service District,2014,6,"26,000",500,469,315,295,7
3610013,"Loma Linda, City of",2014,9,"23,261",269,250,186,172,4
3610013,"Loma Linda, City of",2014,8,"23,261",278,251,278,251,4
3610013,"Loma Linda, City of",2014,7,"23,261",281,283,281,283,4
3610013,"Loma Linda, City of",2014,6,"23,261",275,272,275,272,4
3310009,Eastern Municipal Water District,2014,9,"530,337",186,177,132,126,4
3310009,Eastern Municipal Water District,2014,8,"538,000",196,171,139,121,4
3310009,Eastern Municipal Water District,2014,7,"538,000",197,204,140,145,4
3310009,Eastern Municipal Water District,2014,6,"538,000",192,199,136,141,4
0710006,"Martinez, City of",2014,9,"35,375",179,142,161,109,2
0710006,"Martinez, City of",2014,8,"35,375",119,107,87,68,2
0710006,"Martinez, City of",2014,7,"35,375",169,151,145,110,2
1910038,"El Monte, City of",2014,9,"22,968",113,102,113,102,4
1910038,"El Monte, City of",2014,8,"22,968",100,99,100,99,4
2710017,Marina Coast Water District,2014,9,"31,218",146,127,86,75,3
2710017,Marina Coast Water District,2014,8,"31,218",148,139,80,75,3
2710017,Marina Coast Water District,2014,7,"32,184",142,139,79,78,3
2710017,Marina Coast Water District,2014,6,"32,184",144,139,80,77,3
4810008,"Vacaville, City of",2014,9,"86,893",236,200,220,186,5
4810008,"Vacaville, City of",2014,8,"86,893",266,222,248,207,5
4810008,"Vacaville, City of",2014,7,"86,893",266,222,248,207,5
4810008,"Vacaville, City of",2014,6,"86,893",263,241,245,224,5
0710008,"Pittsburg, City of",2014,9,"64,967",166,140,119,101,2
0710008,"Pittsburg, City of",2014,8,"64,967",175,153,123,108,2
0710008,"Pittsburg, City of",2014,7,"64,967",184,162,105,92,2
0710008,"Pittsburg, City of",2014,6,"64,967",183,161,106,93,2
4110023,"San Bruno, City of",2014,9,"43,798",86,84,60,58,2
4110023,"San Bruno, City of",2014,8,"43,798",81,77,54,51,2
4110023,"San Bruno, City of",2014,7,"43,798",99,86,66,58,2
4110023,"San Bruno, City of",2014,6,"43,798",89,89,60,60,2
2810005,"American Canyon, City of",2014,9,"20,080",196,160,97,79,2
2810005,"American Canyon, City of",2014,8,"20,080",210,157,105,78,2
2810005,"American Canyon, City of",2014,7,"20,080",213,186,140,123,2
2810005,"American Canyon, City of",2014,6,"19,532",212,186,142,125,2
1510015,Oildale Mutual Water Company,2014,9,"27,000",415,379,332,303,7
1510015,Oildale Mutual Water Company,2014,8,"27,000",477,449,382,359,7
1510015,Oildale Mutual Water Company,2014,7,"29,230",429,400,279,260,7
1510015,Oildale Mutual Water Company,2014,6,"29,230",429,420,279,273,7
0110011,"Livermore, City of",2014,9,"27,033",286,202,160,113,2
0110011,"Livermore, City of",2014,8,"31,994",264,176,129,86,2
0110011,"Livermore, City of",2014,7,"31,994",282,184,158,103,2
0110011,"Livermore, City of",2014,6,"31,994",259,183,140,99,2
4310004,"Gilroy, City of",2014,9,"52,413",197,163,128,106,3
4310004,"Gilroy, City of",2014,8,"52,413",209,185,136,120,3
4310004,"Gilroy, City of",2014,7,"52,413",220,194,143,126,3
4310004,"Gilroy, City of",2014,6,"52,413",208,193,135,125,3
1910028,Crescenta Valley Water District,2014,9,"31,612",158,141,106,95,4
1910028,Crescenta Valley Water District,2014,8,"31,612",161,136,107,91,4
1910028,Crescenta Valley Water District,2014,7,"31,612",155,142,155,142,4
1910028,Crescenta Valley Water District,2014,6,"31,612",151,146,132,127,4
1910034,"Downey, City of",2014,9,"111,931",156,146,116,109,4
1910034,"Downey, City of",2014,8,"110,829",147,132,110,98,4
1910034,"Downey, City of",2014,7,"111,363",147,151,111,113,4
1910034,"Downey, City of",2014,6,"110,829",157,157,118,117,4
1910039,San Gabriel Valley Water Company,2014,9,"271,817",138,126,81,74,4
1910039,San Gabriel Valley Water Company,2014,8,"271,817",176,158,104,93,4
1910039,San Gabriel Valley Water Company,2014,7,"271,817",178,164,105,97,4
1910039,San Gabriel Valley Water Company,2014,6,"271,817",173,166,102,98,4
4310012,"Santa Clara, City of",2014,9,"118,459",170,156,87,79,2
4310012,"Santa Clara, City of",2014,8,"118,459",209,185,101,89,2
4310012,"Santa Clara, City of",2014,7,"118,459",195,183,102,96,2
4310012,"Santa Clara, City of",2014,6,"118,459",199,174,99,87,2
0410007,Paradise Irrigation District,2014,9,"26,032",295,251,283,218,5
0410007,Paradise Irrigation District,2014,8,"26,032",384,273,368,235,5
0410007,Paradise Irrigation District,2014,7,"26,032",406,312,381,269,5
0410007,Paradise Irrigation District,2014,6,"26,032",354,295,332,254,5
4410013,Scotts Valley Water District,2014,9,"10,309",147,117,101,81,3
4410013,Scotts Valley Water District,2014,8,"10,309",159,129,135,109,3
4410013,Scotts Valley Water District,2014,7,"10,309",154,131,98,84,3
3110004,"Lincoln, City of",2014,9,"45,206",267,218,259,211,5
3110004,"Lincoln, City of",2014,8,"44,390",309,257,300,249,5
3110004,"Lincoln, City of",2014,7,"41,141",356,311,339,296,5
3110004,"Lincoln, City of",2014,6,"41,141",328,291,312,277,5
1510029,Vaughn Water Company,2014,9,"30,109",505,484,485,465,7
1510029,Vaughn Water Company,2014,8,"30,067",574,525,552,504,7
1510029,Vaughn Water Company,2014,7,"29,892",596,574,573,551,7
1510029,Vaughn Water Company,2014,6,"29,766",569,571,547,548,7
1210016,McKinleyville Community Service District,2014,9,"16,900",91,81,81,73,1
1210016,McKinleyville Community Service District,2014,8,"16,900",107,90,96,81,1
1210016,McKinleyville Community Service District,2014,7,"16,900",116,97,105,88,1
4010014,Cambria Community Services District,2014,9,"6,032",117,67,71,40,3
4010014,Cambria Community Services District,2014,8,"6,032",132,75,132,75,3
4010014,Cambria Community Services District,2014,7,"6,032",138,70,94,47,3
4010014,Cambria Community Services District,2014,6,"6,032",133,65,90,44,3
1910091,Montebello Land and Water Company,2014,9,"32,219",107,98,85,78,4
1910091,Montebello Land and Water Company,2014,8,"32,219",109,101,87,81,4
1910091,Montebello Land and Water Company,2014,7,"32,219",109,102,87,82,4
1910091,Montebello Land and Water Company,2014,6,"32,219",109,104,87,83,4
1210009,Humboldt Community Service District,2014,9,"20,032",126,107,126,107,1
1210009,Humboldt Community Service District,2014,8,"20,032",128,120,128,120,1
1210009,Humboldt Community Service District,2014,7,"20,032",129,126,129,126,1
1210009,Humboldt Community Service District,2014,6,"20,032",127,120,127,120,1
4910014,"Rohnert Park, City of",2014,9,"43,398",123,113,91,84,1
4910014,"Rohnert Park, City of",2014,8,"43,398",119,111,76,71,1
4910014,"Rohnert Park, City of",2014,7,"43,398",139,128,96,88,1
4910014,"Rohnert Park, City of",2014,6,"43,398",121,133,68,74,1
4910013,Valley of the Moon Water District,2014,9,"23,478",140,131,140,97,2
4910013,Valley of the Moon Water District,2014,8,"23,478",152,123,144,118,2
4910013,Valley of the Moon Water District,2014,7,"23,478",176,148,153,104,2
4910013,Valley of the Moon Water District,2014,6,"23,478",145,126,124,98,2
1910013,Bellflower-Somerset Mutual Water Company,2014,9,"46,300",119,110,102,94,4
1910013,Bellflower-Somerset Mutual Water Company,2014,8,"46,300",119,110,102,95,4
1910013,Bellflower-Somerset Mutual Water Company,2014,7,"46,300",120,115,103,99,4
1910013,Bellflower-Somerset Mutual Water Company,2014,6,"46,300",117,113,101,97,4
5610009,"Port Hueneme, City of",2014,9,"21,555",100,89,67,78,4
5610009,"Port Hueneme, City of",2014,8,"21,555",99,98,70,86,4
5610009,"Port Hueneme, City of",2014,7,"21,555",102,102,72,72,4
5610009,"Port Hueneme, City of",2014,6,"21,555",107,102,66,62,4
4910006,"Petaluma, City of",2014,9,"61,258",167,136,149,84,2
4910006,"Petaluma, City of",2014,8,"61,258",155,154,160,95,2
4910006,"Petaluma, City of",2014,7,"61,258",165,151,148,90,2
4910006,"Petaluma, City of",2014,6,"61,258",153,151,139,93,2
1210004,"Eureka, City of",2014,9,"26,066",130,125,124,119,1
1210004,"Eureka, City of",2014,8,"26,066",144,130,144,130,1
1210004,"Eureka, City of",2014,7,"26,066",146,135,145,135,1
1210004,"Eureka, City of",2014,6,"26,066",134,136,134,136,1
0710007,Diablo Water District,2014,9,"35,646",190,170,154,138,6
0710007,Diablo Water District,2014,8,"35,646",208,180,169,146,6
0710007,Diablo Water District,2014,7,"35,646",218,196,176,159,6
0710007,Diablo Water District,2014,6,"35,646",205,202,166,164,6
3010079,El Toro Water District,2014,9,"48,628",215,206,120,115,4
3010079,El Toro Water District,2014,8,"48,628",225,218,122,118,4
3010079,El Toro Water District,2014,7,"48,628",220,230,121,126,4
3010079,El Toro Water District,2014,6,"48,628",223,224,125,126,4
0710004,"Brentwood, City of",2014,9,"54,741",262,228,187,163,6
0710004,"Brentwood, City of",2014,8,"54,741",295,249,201,170,6
0710004,"Brentwood, City of",2014,7,"51,394",325,292,216,194,6
0710004,"Brentwood, City of",2014,6,"54,741",281,271,188,181,6
3010069,"Fountain Valley, City of",2014,9,"59,227",182,168,98,91,4
3010069,"Fountain Valley, City of",2014,8,"59,227",181,171,103,98,4
3010069,"Fountain Valley, City of",2014,7,"59,227",156,197,89,112,4
3010069,"Fountain Valley, City of",2014,6,"59,227",181,178,125,123,4
3910011,"Tracy, City of",2014,9,"85,146",239,175,175,127,6
3910011,"Tracy, City of",2014,8,"82,484",280,164,218,128,6
3910011,"Tracy, City of",2014,7,"85,146",272,214,187,148,6
3910011,"Tracy, City of",2014,6,"85,146",268,242,185,167,6
4110017,"Menlo Park, City of",2014,9,"16,066",381,169,152,68,2
4110017,"Menlo Park, City of",2014,8,"16,066",342,227,105,69,2
4110017,"Menlo Park, City of",2014,7,"16,000",363,248,188,128,2
4110017,"Menlo Park, City of",2014,6,"14,198",343,271,153,121,2
5010017,"Patterson, City of",2014,9,"20,922",239,223,162,152,6
5010017,"Patterson, City of",2014,8,"20,922",238,215,138,125,6
5010017,"Patterson, City of",2014,7,"20,922",271,237,193,169,6
5010017,"Patterson, City of",2014,6,"20,922",226,238,142,150,6
3010062,"Garden Grove, City of",2014,9,"177,020",165,150,151,138,4
3010062,"Garden Grove, City of",2014,8,"175,873",143,143,133,133,4
3010062,"Garden Grove, City of",2014,7,"177,020",152,152,129,129,4
3010062,"Garden Grove, City of",2014,6,"177,020",163,167,142,146,4
2410009,"Merced, City of",2014,9,"83,400",388,373,291,280,6
2410009,"Merced, City of",2014,8,"83,400",447,400,335,300,6
2410009,"Merced, City of",2014,7,"83,400",463,422,347,316,6
2410009,"Merced, City of",2014,6,"83,400",428,396,321,297,6
3610041,San Gabriel Valley Fontana Water Company,2014,9,"209,035",235,207,152,134,4
3610041,San Gabriel Valley Fontana Water Company,2014,8,"209,035",244,215,158,140,4
3610041,San Gabriel Valley Fontana Water Company,2014,7,"209,035",241,237,157,154,4
3610041,San Gabriel Valley Fontana Water Company,2014,6,"209,035",230,229,150,149,4
3610024,"Hesperia Water District, City of",2014,9,"91,627",188,169,178,160,9
3610024,"Hesperia Water District, City of",2014,8,"90,173",207,184,197,175,9
3610024,"Hesperia Water District, City of",2014,7,"90,173",215,198,205,188,9
3610024,"Hesperia Water District, City of",2014,6,"90,173",212,214,201,204,9
3010073,Moulton Niguel Water District,2014,9,"172,068",184,176,127,121,4
3010073,Moulton Niguel Water District,2014,8,"169,212",186,181,89,87,4
3010073,Moulton Niguel Water District,2014,7,"169,212",187,183,92,90,4
3010073,Moulton Niguel Water District,2014,6,"168,930",182,182,93,93,4
5610007,"Oxnard, City of",2014,9,"203,645",128,110,80,68,4
5610007,"Oxnard, City of",2014,8,"203,645",131,117,77,69,4
5610007,"Oxnard, City of",2014,7,"203,645",133,129,65,62,4
1510020,"Tehachapi, City of",2014,9,"8,923",318,292,146,134,7
1510020,"Tehachapi, City of",2014,8,"8,923",362,311,159,137,7
1510020,"Tehachapi, City of",2014,7,"8,923",373,355,168,160,7
1510020,"Tehachapi, City of",2014,6,"8,923",352,335,201,191,7
