congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age,,
113,house,P000588,Stevan,E.,Pearce,,8/24/1947,NM,R,Yes,1/3/2013,65.4,,
113,house,G000553,Al,,Green,,9/1/1947,TX,D,Yes,1/3/2013,65.3,,
113,house,K000363,John,Paul,Kline,,9/6/1947,MN,R,Yes,1/3/2013,65.3,,
113,house,G000410,Gene,Eugene,Green,,10/17/1947,TX,D,Yes,1/3/2013,65.2,,
113,house,Y000062,John,A.,Yarmuth,,11/4/1947,KY,D,Yes,1/3/2013,65.2,,
113,house,S000583,Lamar,S.,Smith,,11/19/1947,TX,R,Yes,1/3/2013,65.1,,
113,house,P000599,Bill,,Posey,,12/18/1947,FL,R,Yes,1/3/2013,65,,
113,house,L000397,Zoe,,Lofgren,,12/21/1947,CA,D,Yes,1/3/2013,65,,
113,house,B000013,Spencer,Thomas,Bachus,III,12/28/1947,AL,R,Yes,1/3/2013,65,,
113,house,T000193,Bennie,G.,Thompson,,1/28/1948,MS,D,Yes,1/3/2013,64.9,,
113,house,G000551,Raúl,M.,Grijalva,,2/19/1948,AZ,D,Yes,1/3/2013,64.9,,
113,house,K000376,Mike,,Kelly,,5/10/1948,PA,R,Yes,1/3/2013,64.7,,
113,house,F000462,Lois,,Frankel,,5/16/1948,FL,D,No,1/3/2013,64.6,,
113,house,C001062,K.,Michael,Conaway,,6/11/1948,TX,R,Yes,1/3/2013,64.6,,
113,house,L000111,Tom,P.,Latham,,7/14/1948,IA,R,Yes,1/3/2013,64.5,,
113,house,L000557,John,B.,Larson,,7/22/1948,CT,D,Yes,1/3/2013,64.5,,
113,house,P000606,Robert,,Pittenger,,8/15/1948,NC,R,No,1/3/2013,64.4,,
113,house,B000574,Earl,,Blumenauer,,8/16/1948,OR,D,Yes,1/3/2013,64.4,,
113,house,P000592,Ted,,Poe,,9/10/1948,TX,R,Yes,1/3/2013,64.3,,
113,house,S001162,Allyson,Y.,Schwartz,,10/3/1948,PA,D,Yes,1/3/2013,64.3,,
113,house,H001032,Rush,D.,Holt,,10/15/1948,NJ,D,Yes,1/3/2013,64.2,,
113,house,M001139,Gary,G.,Miller,,10/16/1948,CA,R,Yes,1/3/2013,64.2,,
113,house,O000169,William,L.,Owens,,1/20/1949,NY,D,Yes,1/3/2013,64,,
113,house,N000015,Richard,E.,Neal,,2/14/1949,MA,D,Yes,1/3/2013,63.9,,
113,house,W000806,Daniel,,Webster,,4/27/1949,FL,R,Yes,1/3/2013,63.7,,
113,house,C001053,Tom,,Cole,,4/28/1949,OK,R,Yes,1/3/2013,63.7,,
113,house,R000011,Nick,J.,Rahall,II,5/20/1949,WV,D,Yes,1/3/2013,63.6,,
113,house,C001068,Steve,,Cohen,,5/24/1949,TN,D,Yes,1/3/2013,63.6,,
113,house,K000362,Steve,A.,King,,5/28/1949,IA,R,Yes,1/3/2013,63.6,,
113,house,T000469,Paul,,Tonko,,6/18/1949,NY,D,Yes,1/3/2013,63.5,,
113,house,V000108,Peter,J.,Visclosky,,8/13/1949,IN,D,Yes,1/3/2013,63.4,,
113,house,W000816,Roger,,Williams,,9/13/1949,TX,R,No,1/3/2013,63.3,,
113,house,B000213,Joe,Linus,Barton,,9/15/1949,TX,R,Yes,1/3/2013,63.3,,
113,house,E000292,William,L.,Enyart,,9/22/1949,IL,D,No,1/3/2013,63.3,,
113,house,B000589,John,A.,Boehner,,11/17/1949,OH,R,Yes,1/3/2013,63.1,,
113,house,N000182,Randy,,Neugebauer,,12/24/1949,TX,R,Yes,1/3/2013,63,,
113,house,J000032,Sheila,,Jackson Lee,,1/12/1950,TX,D,Yes,1/3/2013,63,,
113,house,B001281,Joyce,,Beatty,,3/12/1950,OH,D,No,1/3/2013,62.8,,
113,house,K000368,Ann,,Kirkpatrick,,3/24/1950,AZ,D,No,1/3/2013,62.8,,
113,house,C001078,Gerald,E.,Connolly,,3/30/1950,VA,D,Yes,1/3/2013,62.8,,
113,house,W000796,Lynn,A.,Westmoreland,,4/2/1950,GA,R,Yes,1/3/2013,62.8,,
113,house,S001175,Jackie,,Speier,,5/14/1950,CA,D,Yes,1/3/2013,62.6,,
113,house,C001092,Chris,,Collins,,5/20/1950,NY,R,No,1/3/2013,62.6,,
113,house,T000468,Dina,,Titus,,5/23/1950,NV,D,No,1/3/2013,62.6,,
113,house,B001242,Timothy,H.,Bishop,,6/1/1950,NY,D,Yes,1/3/2013,62.6,,
113,house,R000578,David,G.,Reichert,,8/29/1950,WA,R,Yes,1/3/2013,62.3,,
113,house,S001148,Michael,K.,Simpson,,9/8/1950,ID,R,Yes,1/3/2013,62.3,,
113,house,E000172,Jo Ann,H.,Emerson,,9/16/1950,MO,R,Yes,1/3/2013,62.3,,
113,house,B001248,Michael,C.,Burgess,,12/23/1950,TX,R,Yes,1/3/2013,62,,
113,house,B001273,Diane,,Black,,1/16/1951,TN,R,Yes,1/3/2013,62,,
113,house,C000984,Elijah,E.,Cummings,,1/18/1951,MD,D,Yes,1/3/2013,62,,
113,house,T000460,Mike,Michael,Thompson,,1/24/1951,CA,D,Yes,1/3/2013,61.9,,
113,house,H001051,Richard,L.,Hanna,,1/25/1951,NY,R,Yes,1/3/2013,61.9,,
113,house,S001165,Albio,,Sires,,1/26/1951,NJ,D,Yes,1/3/2013,61.9,,
113,house,M001158,Kenny,Ewell,Marchant,,2/23/1951,TX,R,Yes,1/3/2013,61.9,,
113,house,W000798,Tim,,Walberg,,4/12/1951,MI,R,Yes,1/3/2013,61.7,,
113,house,M001160,Gwen,,Moore,,4/18/1951,WI,D,Yes,1/3/2013,61.7,,
113,house,H001050,Colleen,W.,Hanabusa,,5/4/1951,HI,D,Yes,1/3/2013,61.7,,
113,house,B001260,Vern,,Buchanan,,5/8/1951,FL,R,Yes,1/3/2013,61.7,,
113,house,N000185,Richard,B.,Nugent,,5/26/1951,FL,R,Yes,1/3/2013,61.6,,
113,house,M001166,Jerry,,McNerney,,6/18/1951,CA,D,Yes,1/3/2013,61.5,,
113,house,F000456,John,,Fleming,,7/5/1951,LA,R,Yes,1/3/2013,61.5,,
113,house,B001250,Rob,,Bishop,,7/13/1951,UT,R,Yes,1/3/2013,61.5,,
113,house,T000266,John,F.,Tierney,,9/18/1951,MA,D,Yes,1/3/2013,61.3,,
113,house,B001280,Kerry,L.,Bentivolio,,10/6/1951,MI,R,No,1/3/2013,61.2,,
113,house,R000487,Edward,R.,Royce,,10/12/1951,CA,R,Yes,1/3/2013,61.2,,
113,house,S001180,Kurt,,Schrader,,10/19/1951,OR,D,Yes,1/3/2013,61.2,,
113,house,P000034,Frank,J.,Pallone,Jr.,10/30/1951,NJ,D,Yes,1/3/2013,61.2,,
113,house,C001037,Michael,E.,Capuano,,1/9/1952,MA,D,Yes,1/3/2013,61,,
113,house,F000445,J.,Randy,Forbes,,2/17/1952,VA,R,Yes,1/3/2013,60.9,,
113,house,H001063,Janice,,Hahn,,3/30/1952,CA,D,Yes,1/3/2013,60.8,,
113,house,C001059,Jim,,Costa,,4/13/1952,CA,D,Yes,1/3/2013,60.7,,
113,house,B001271,Dan,,Benishek,,4/20/1952,MI,R,Yes,1/3/2013,60.7,,
113,house,L000569,Blaine,,Luetkemeyer,,5/7/1952,MO,R,Yes,1/3/2013,60.7,,
113,house,B001243,Marsha,W.,Blackburn,,6/6/1952,TN,R,Yes,1/3/2013,60.6,,
113,house,L000567,Leonard,,Lance,,6/25/1952,NJ,R,Yes,1/3/2013,60.5,,
113,house,R000435,Ileana,,Ros-Lehtinen,,7/15/1952,FL,R,Yes,1/3/2013,60.5,,
113,house,H001064,Denny,,Heck,,7/29/1952,WA,D,No,1/3/2013,60.4,,
113,house,M001179,Tom,,Marino,,8/15/1952,PA,R,Yes,1/3/2013,60.4,,
113,house,B001285,Julia,,Brownley,,8/28/1952,CA,D,No,1/3/2013,60.4,,
113,house,K000375,William,R.,Keating,,9/6/1952,MA,D,Yes,1/3/2013,60.3,,
113,house,M001151,Tim,,Murphy,,9/11/1952,PA,R,Yes,1/3/2013,60.3,,
113,house,G000289,Bob,W.,Goodlatte,,9/22/1952,VA,R,Yes,1/3/2013,60.3,,
113,house,F000455,Marcia,L.,Fudge,,10/29/1952,OH,D,Yes,1/3/2013,60.2,,
113,house,S001170,Carol,,Shea-Porter,,12/2/1952,NH,D,No,1/3/2013,60.1,,
113,house,L000565,David,,Loebsack,,12/23/1952,IA,D,Yes,1/3/2013,60,,
113,house,C000266,Steve,J.,Chabot,,1/22/1953,OH,R,Yes,1/3/2013,59.9,,
113,house,S000522,Christopher,H.,Smith,,3/4/1953,NJ,R,Yes,1/3/2013,59.8,,
113,house,V000081,Nydia,M.,Velázquez,,3/28/1953,NY,D,Yes,1/3/2013,59.8,,
113,house,C001069,Joe,,Courtney,,4/6/1953,CT,D,Yes,1/3/2013,59.7,,
113,house,U000031,Fred,Stephen,Upton,,4/23/1953,MI,R,Yes,1/3/2013,59.7,,
113,house,P000593,Ed,,Perlmutter,,5/1/1953,CO,D,Yes,1/3/2013,59.7,,
113,house,C000059,Ken,S.,Calvert,,6/8/1953,CA,R,Yes,1/3/2013,59.6,,
113,house,W000814,Randy,K.,Weber,,7/2/1953,TX,R,No,1/3/2013,59.5,,
113,house,C001080,Judy,M.,Chu,,7/7/1953,CA,D,Yes,1/3/2013,59.5,,
113,house,C000071,Dave,Lee,Camp,,7/9/1953,MI,R,Yes,1/3/2013,59.5,,
113,house,D000482,Michael,F.,Doyle,Jr.,8/5/1953,PA,D,Yes,1/3/2013,59.4,,
113,house,G000552,Louie,B.,Gohmert,Jr.,8/18/1953,TX,R,Yes,1/3/2013,59.4,,
113,house,M001137,Gregory,W.,Meeks,,9/25/1953,NY,D,Yes,1/3/2013,59.3,,
113,house,B001270,Karen,,Bass,,10/3/1953,CA,D,Yes,1/3/2013,59.3,,
113,house,I000056,Darrell,E.,Issa,,11/1/1953,CA,R,Yes,1/3/2013,59.2,,
113,house,C001047,Shelley,Moore,Capito,,11/26/1953,WV,R,Yes,1/3/2013,59.1,,
113,house,G000535,Luis,V.,Gutiérrez,,12/10/1953,IL,D,Yes,1/3/2013,59.1,,
113,house,F000461,Bill,,Flores,,2/25/1954,TX,R,Yes,1/3/2013,58.9,,
113,house,B001274,Mo,,Brooks,,4/29/1954,AL,R,Yes,1/3/2013,58.7,,
113,house,M001150,Candice,S.,Miller,,5/7/1954,MI,R,Yes,1/3/2013,58.7,,
113,house,L000564,Doug,,Lamborn,,5/24/1954,CO,R,Yes,1/3/2013,58.6,,
113,house,G000563,Bob,,Gibbs,,6/14/1954,OH,R,Yes,1/3/2013,58.6,,
113,house,C000754,Jim,,Cooper,,6/19/1954,TN,D,Yes,1/3/2013,58.5,,
113,house,M001143,Betty,Louise,McCollum,,7/12/1954,MN,D,Yes,1/3/2013,58.5,,
113,house,L000571,Cynthia,M.,Lummis,,9/10/1954,WY,R,Yes,1/3/2013,58.3,,
113,house,J000288,Henry,C.,Johnson,Jr.,10/2/1954,GA,D,Yes,1/3/2013,58.3,,
113,house,P000591,Tom,,Price,,10/8/1954,GA,R,Yes,1/3/2013,58.2,,
113,house,B001278,Suzanne,,Bonamici,,10/14/1954,OR,D,Yes,1/3/2013,58.2,,
113,house,S000344,Brad,J.,Sherman,,10/24/1954,CA,D,Yes,1/3/2013,58.2,,
113,house,J000292,Bill,,Johnson,,11/10/1954,OH,R,Yes,1/3/2013,58.1,,
113,house,M001149,Michael,H.,Michaud,,1/18/1955,ME,D,Yes,1/3/2013,58,,
113,house,B001289,Bradley,,Byrne,,2/16/1955,AL,R,No,1/3/2013,57.9,,
113,house,G000549,Jim,,Gerlach,,2/25/1955,PA,R,Yes,1/3/2013,57.9,,
113,house,C001077,Mike,,Coffman,,3/19/1955,CO,R,Yes,1/3/2013,57.8,,
113,house,S000250,Pete,A.,Sessions,,3/22/1955,TX,R,Yes,1/3/2013,57.8,,
113,house,L000562,Stephen,F.,Lynch,,3/31/1955,MA,D,Yes,1/3/2013,57.8,,
113,house,P000597,Chellie,,Pingree,,4/2/1955,ME,D,Yes,1/3/2013,57.8,,
113,house,B000755,Kevin,P.,Brady,,4/11/1955,TX,R,Yes,1/3/2013,57.7,,
113,house,Y000065,Ted,S.,Yoho,,4/13/1955,FL,R,No,1/3/2013,57.7,,
113,house,K000220,Jack,,Kingston,,4/24/1955,GA,R,Yes,1/3/2013,57.7,,
113,house,C001064,John,Bayard Taylor,Campbell,III,7/19/1955,CA,R,Yes,1/3/2013,57.5,,
113,house,L000576,Billy,,Long,,8/11/1955,MO,R,Yes,1/3/2013,57.4,,
113,house,C001063,Henry,,Cuellar,,9/19/1955,TX,D,Yes,1/3/2013,57.3,,
113,house,F000454,Bill,,Foster,,10/7/1955,IL,D,No,1/3/2013,57.2,,
113,house,M001181,Patrick,,Meehan,,10/20/1955,PA,R,Yes,1/3/2013,57.2,,
113,house,B001252,John,,Barrow,,10/31/1955,GA,D,Yes,1/3/2013,57.2,,
113,house,B001269,Lou,,Barletta,,1/28/1956,PA,R,Yes,1/3/2013,56.9,,
113,house,B001255,Charles,W.,Boustany,Jr.,2/21/1956,LA,R,Yes,1/3/2013,56.9,,
113,house,R000587,Reid,J.,Ribble,,4/5/1956,WI,R,Yes,1/3/2013,56.7,,
113,house,B001256,Michele,Marie,Bachmann,,4/6/1956,MN,R,Yes,1/3/2013,56.7,,
113,house,L000566,Robert,E.,Latta,,4/18/1956,OH,R,Yes,1/3/2013,56.7,,
113,house,K000385,Robin,,Kelly,,4/30/1956,IL,D,No,1/3/2013,56.7,,
113,house,C001083,John,C.,Carney,,5/20/1956,DE,D,Yes,1/3/2013,56.6,,
113,house,H001045,Gregg,,Harper,,6/1/1956,MS,R,Yes,1/3/2013,56.6,,
113,house,M001177,Tom,,McClintock,,7/10/1956,CA,R,Yes,1/3/2013,56.5,,
113,house,C001049,Wm.,Lacy,Clay,Jr.,7/27/1956,MO,D,Yes,1/3/2013,56.4,,
113,house,M000485,Mike,,McIntyre,,8/6/1956,NC,D,Yes,1/3/2013,56.4,,
113,house,C001048,John,Abney,Culberson,,8/24/1956,TX,R,Yes,1/3/2013,56.4,,
113,house,K000382,Ann,M.,Kuster,,9/5/1956,NH,D,No,1/3/2013,56.3,,
113,house,T000470,Scott,R.,Tipton,,11/9/1956,CO,R,Yes,1/3/2013,56.2,,
113,house,S000937,Steve,,Stockman,,11/14/1956,TX,R,No,1/3/2013,56.1,,
113,house,F000043,Chaka,,Fattah,,11/21/1956,PA,D,Yes,1/3/2013,56.1,,
113,house,W000791,Greg,P.,Walden,,1/10/1957,OR,R,Yes,1/3/2013,56,,
113,house,H001052,Andy,,Harris,,1/25/1957,MD,R,Yes,1/3/2013,55.9,,
113,house,W000809,Steve,,Womack,,2/18/1957,AR,R,Yes,1/3/2013,55.9,,
113,house,J000295,David,P.,Joyce,,3/17/1957,OH,R,No,1/3/2013,55.8,,
113,house,H001036,Jeb,,Hensarling,,5/29/1957,TX,R,Yes,1/3/2013,55.6,,
113,house,F000448,Trent,,Franks,,6/19/1957,AZ,R,Yes,1/3/2013,55.5,,
113,house,D000197,Diana,L.,DeGette,,7/29/1957,CO,D,Yes,1/3/2013,55.4,,
113,house,A000210,Robert,E.,Andrews,,8/4/1957,NJ,D,Yes,1/3/2013,55.4,,
113,house,R000597,Tom,,Rice,,8/4/1957,SC,R,No,1/3/2013,55.4,,
113,house,C001075,Bill,,Cassidy,,9/28/1957,LA,R,Yes,1/3/2013,55.3,,
113,house,B001259,Bruce,L.,Braley,,10/30/1957,IA,D,Yes,1/3/2013,55.2,,
113,house,S000018,Matt,,Salmon,,1/21/1958,AZ,R,No,1/3/2013,55,,
113,house,B000287,Xavier,,Becerra,,1/26/1958,CA,D,Yes,1/3/2013,54.9,,
113,house,S000364,John,M.,Shimkus,,2/21/1958,IL,R,Yes,1/3/2013,54.9,,
113,house,G000556,Alan,,Grayson,,3/13/1958,FL,D,No,1/3/2013,54.8,,
113,house,G000568,H.,Morgan,Griffith,,3/15/1958,VA,R,Yes,1/3/2013,54.8,,
113,house,I000057,Steve,J.,Israel,,5/30/1958,NY,D,Yes,1/3/2013,54.6,,
113,house,A000369,Mark,E.,Amodei,,6/12/1958,NV,R,Yes,1/3/2013,54.6,,
113,house,P000608,Scott,H.,Peters,,6/17/1958,CA,D,No,1/3/2013,54.5,,
113,house,W000815,Brad,R.,Wenstrup,,6/17/1958,OH,R,No,1/3/2013,54.5,,
113,house,E000290,Donna,F.,Edwards,,6/28/1958,MD,D,Yes,1/3/2013,54.5,,
113,house,T000238,Mac,M.,Thornberry,,7/15/1958,TX,R,Yes,1/3/2013,54.5,,
113,house,R000575,Mike,,Rogers,,7/16/1958,AL,R,Yes,1/3/2013,54.5,,
113,house,K000380,Daniel,T.,Kildee,,8/11/1958,MI,D,No,1/3/2013,54.4,,
113,house,N000186,Alan,,Nunnelee,,10/9/1958,MS,R,Yes,1/3/2013,54.2,,
113,house,Q000023,Mike,,Quigley,,10/17/1958,IL,D,Yes,1/3/2013,54.2,,
113,house,G000565,Paul,A.,Gosar,,11/22/1958,AZ,R,Yes,1/3/2013,54.1,,
113,house,P000595,Gary,C.,Peters,,12/1/1958,MI,D,Yes,1/3/2013,54.1,,
113,house,R000586,James,B.,Renacci,,12/3/1958,OH,R,Yes,1/3/2013,54.1,,
113,house,P000604,Donald,M.,Payne,Jr.,12/17/1958,NJ,D,Yes,1/3/2013,54,,
113,house,V000128,Chris,,Van Hollen,Jr.,1/10/1959,MD,D,Yes,1/3/2013,54,,
113,house,W000804,Robert,J.,Wittman,,2/3/1959,VA,R,Yes,1/3/2013,53.9,,
113,house,M001144,Jeff,,Miller,,6/27/1959,FL,R,Yes,1/3/2013,53.5,,
113,house,G000548,Scott,,Garrett,,7/9/1959,NJ,R,Yes,1/3/2013,53.5,,
113,house,T000467,Glenn,,Thompson,,7/27/1959,PA,R,Yes,1/3/2013,53.4,,
113,house,M001187,Mark,,Meadows,,7/28/1959,NC,R,No,1/3/2013,53.4,,
113,house,E000293,Elizabeth,H.,Esty,,8/25/1959,CT,D,No,1/3/2013,53.4,,
113,house,H001038,Brian,M.,Higgins,,10/6/1959,NY,D,Yes,1/3/2013,53.2,,
113,house,R000593,Dennis,A.,Ross,,10/18/1959,FL,R,Yes,1/3/2013,53.2,,
113,house,L000580,Michelle,,Lujan Grisham,,10/24/1959,NM,D,No,1/3/2013,53.2,,
113,house,B001244,Jo,,Bonner,,11/19/1959,AL,R,Yes,1/3/2013,53.1,,
113,house,M000312,James,P.,McGovern,,11/20/1959,MA,D,Yes,1/3/2013,53.1,,
113,house,L000491,Frank,D.,Lucas,,1/6/1960,OK,R,Yes,1/3/2013,53,,
113,house,S000030,Loretta,B.,Sanchez,,1/7/1960,CA,D,Yes,1/3/2013,53,,
113,house,T000463,Michael,R.,Turner,,1/11/1960,OH,R,Yes,1/3/2013,53,,
113,house,M001142,Jim,,Matheson,,3/21/1960,UT,D,Yes,1/3/2013,52.8,,
113,house,D000604,Charles,W.,Dent,,5/24/1960,PA,R,Yes,1/3/2013,52.6,,
113,house,S000051,Marshall,,Sanford,,5/28/1960,SC,R,No,1/3/2013,52.6,,
113,house,R000589,E.,Scott,Rigell,,5/28/1960,VA,R,Yes,1/3/2013,52.6,,
113,house,S001150,Adam,B.,Schiff,,6/22/1960,CA,D,Yes,1/3/2013,52.5,,
113,house,L000578,Doug,,LaMalfa,,7/2/1960,CA,R,No,1/3/2013,52.5,,
113,house,S001192,Chris,,Stewart,,7/15/1960,UT,R,No,1/3/2013,52.5,,
113,house,B001284,Susan,W.,Brooks,,8/25/1960,IN,R,No,1/3/2013,52.4,,
113,house,H001053,Vicky,,Hartzler,,10/13/1960,MO,R,Yes,1/3/2013,52.2,,
113,house,T000472,Mark,,Takano,,12/10/1960,CA,D,No,1/3/2013,52.1,,
113,house,F000449,Jeff,Lane,Fortenberry,,12/27/1960,NE,R,Yes,1/3/2013,52,,
113,house,S001154,Bill,,Shuster,,1/10/1961,PA,R,Yes,1/3/2013,52,,
113,house,C001096,Kevin,,Cramer,,1/21/1961,ND,R,No,1/3/2013,52,,
113,house,V000130,Juan,,Vargas,,3/7/1961,CA,D,No,1/3/2013,51.8,,
113,house,C001090,Matthew,A.,Cartwright,,5/1/1961,PA,D,No,1/3/2013,51.7,,
113,house,C001084,David,N.,Cicilline,,7/15/1961,RI,D,Yes,1/3/2013,51.5,,
113,house,S001190,Bradley,S.,Schneider,,8/20/1961,IL,D,No,1/3/2013,51.4,,
113,house,R000580,Peter,J.,Roskam,,9/13/1961,IL,R,Yes,1/3/2013,51.3,,
113,house,D000600,Mario,,Diaz-Balart,,9/25/1961,FL,R,Yes,1/3/2013,51.3,,
113,house,B001286,Cheri,,Bustos,,10/17/1961,IL,D,No,1/3/2013,51.2,,
113,house,H001055,Joseph,J.,Heck,,10/30/1961,NV,R,Yes,1/3/2013,51.2,,
113,house,G000572,Pete,P.,Gallego,,12/2/1961,TX,D,No,1/3/2013,51.1,,
113,house,F000460,Blake,,Farenthold,,12/12/1961,TX,R,Yes,1/3/2013,51.1,,
113,house,M001157,Michael,T.,McCaul,,1/14/1962,TX,R,Yes,1/3/2013,51,,
113,house,T000459,Lee,R.,Terry,,1/29/1962,NE,R,Yes,1/3/2013,50.9,,
113,house,D000617,Suzan,K.,DelBene,,2/17/1962,WA,D,Yes,1/3/2013,50.9,,
113,house,S001183,David,,Schweikert,,3/3/1962,AZ,R,Yes,1/3/2013,50.8,,
113,house,C001038,Joseph,,Crowley,,3/16/1962,NY,D,Yes,1/3/2013,50.8,,
113,house,R000598,Keith,J.,Rothfus,,4/25/1962,PA,R,No,1/3/2013,50.7,,
113,house,S001168,John,P.,Sarbanes,,5/22/1962,MD,D,Yes,1/3/2013,50.6,,
113,house,P000605,Scott,,Perry,,5/27/1962,PA,R,No,1/3/2013,50.6,,
113,house,B001275,Larry,,Bucshon,,5/31/1962,IN,R,Yes,1/3/2013,50.6,,
113,house,D000618,Steve,,Daines,,8/20/1962,MT,R,No,1/3/2013,50.4,,
113,house,W000812,Ann,,Wagner,,9/13/1962,MO,R,No,1/3/2013,50.3,,
113,house,F000459,Charles,J.,Fleischmann,,10/11/1962,TN,R,Yes,1/3/2013,50.2,,
113,house,T000462,Patrick,J.,Tiberi,,10/21/1962,OH,R,Yes,1/3/2013,50.2,,
113,house,O000168,Pete,,Olson,,12/9/1962,TX,R,Yes,1/3/2013,50.1,,
113,house,B001257,Gus,M.,Bilirakis,,2/8/1963,FL,R,Yes,1/3/2013,49.9,,
113,house,V000132,Filemon,,Vela,,2/13/1963,TX,D,No,1/3/2013,49.9,,
113,house,K000188,Ron,James,Kind,,3/16/1963,WI,D,Yes,1/3/2013,49.8,,
113,house,C001097,Tony,,Cárdenas,,3/31/1963,CA,D,No,1/3/2013,49.8,,
113,house,D000620,John,K.,Delaney,,4/16/1963,MD,D,No,1/3/2013,49.7,,
113,house,R000572,Mike,,Rogers,,6/2/1963,MI,R,Yes,1/3/2013,49.6,,
113,house,C001046,Eric,I.,Cantor,,6/6/1963,VA,R,Yes,1/3/2013,49.6,,
113,house,J000290,Lynn,,Jenkins,,6/10/1963,KS,R,Yes,1/3/2013,49.6,,
113,house,F000451,Michael,G.,Fitzpatrick,,6/28/1963,PA,R,Yes,1/3/2013,49.5,,
113,house,C001101,Katherine,M.,Clark,,7/17/1963,MA,D,No,1/3/2013,49.5,,
113,house,E000288,Keith,Maurice,Ellison,,8/4/1963,MN,D,Yes,1/3/2013,49.4,,
113,house,W000813,Jackie,,Walorski,,8/17/1963,IN,R,No,1/3/2013,49.4,,
113,house,G000573,Joe,,Garcia,,10/19/1963,FL,D,No,1/3/2013,49.2,,
113,house,G000546,Sam,B.,Graves,,11/7/1963,MO,R,Yes,1/3/2013,49.2,,
113,house,P000602,Mike,,Pompeo,,12/30/1963,KS,R,Yes,1/3/2013,49,,
113,house,E000291,Renee,L.,Ellmers,,2/9/1964,NC,R,Yes,1/3/2013,48.9,,
113,house,J000289,Jim,,Jordan,,2/17/1964,OH,R,Yes,1/3/2013,48.9,,
113,house,H001068,Jared,,Huffman,,2/18/1964,CA,D,No,1/3/2013,48.9,,
113,house,G000558,Brett,,Guthrie,,2/18/1964,KY,R,Yes,1/3/2013,48.9,,
113,house,D000616,Scott,,DesJarlais,,2/21/1964,TN,R,Yes,1/3/2013,48.9,,
113,house,W000799,Timothy,James,Walz,,4/6/1964,MN,D,Yes,1/3/2013,48.7,,
113,house,L000559,James,R.,Langevin,,4/22/1964,RI,D,Yes,1/3/2013,48.7,,
113,house,G000564,Christopher,P.,Gibson,,5/13/1964,NY,R,Yes,1/3/2013,48.6,,
113,house,P000607,Mark,,Pocan,,8/14/1964,WI,D,No,1/3/2013,48.4,,
113,house,G000566,Trey,,Gowdy,,8/22/1964,SC,R,Yes,1/3/2013,48.4,,
113,house,C001067,Yvette,D.,Clarke,,11/21/1964,NY,D,Yes,1/3/2013,48.1,,
113,house,S001185,Terri,A.,Sewell,,1/1/1965,AL,D,Yes,1/3/2013,48,,
113,house,M001165,Kevin,,McCarthy,,1/26/1965,CA,R,Yes,1/3/2013,47.9,,
113,house,B001287,Ami,,Bera,,3/2/1965,CA,D,No,1/3/2013,47.8,,
113,house,S001187,Steve,,Stivers,,3/24/1965,OH,R,Yes,1/3/2013,47.8,,
113,house,P000594,Erik,,Paulsen,,5/14/1965,MN,R,Yes,1/3/2013,47.6,,
113,house,L000560,Rick,,Larsen,,6/15/1965,WA,D,Yes,1/3/2013,47.6,,
113,house,S000510,Adam,,Smith,,6/15/1965,WA,D,Yes,1/3/2013,47.6,,
113,house,A000055,Robert,B.,Aderholt,,7/22/1965,AL,R,Yes,1/3/2013,47.5,,
113,house,S001176,Steve,Joseph,Scalise,,10/6/1965,LA,R,Yes,1/3/2013,47.2,,
113,house,S001186,Steve,,Southerland,,10/10/1965,FL,R,Yes,1/3/2013,47.2,,
113,house,D000615,Jeff,,Duncan,,1/7/1966,SC,R,Yes,1/3/2013,47,,
113,house,C001087,Eric,A.,Crawford,,1/22/1966,AR,R,Yes,1/3/2013,46.9,,
113,house,H001059,Randy,,Hultgren,,3/1/1966,IL,R,Yes,1/3/2013,46.8,,
113,house,D000610,Theodore,E.,Deutch,,5/7/1966,FL,D,Yes,1/3/2013,46.7,,
113,house,H001047,James,A.,Himes,,7/5/1966,CT,D,Yes,1/3/2013,46.5,,
113,house,L000563,Daniel,William,Lipinski,,7/15/1966,IL,D,Yes,1/3/2013,46.5,,
113,house,M001185,Sean,Patrick,Maloney,,7/30/1966,NY,D,No,1/3/2013,46.4,,
113,house,C001093,Doug,,Collins,,8/16/1966,GA,R,No,1/3/2013,46.4,,
113,house,C001066,Kathy,,Castor,,8/20/1966,FL,D,Yes,1/3/2013,46.4,,
113,house,W000797,Debbie,,Wasserman Schultz,,9/27/1966,FL,D,Yes,1/3/2013,46.3,,
113,house,C001076,Jason,,Chaffetz,,3/26/1967,UT,R,Yes,1/3/2013,45.8,,
113,house,M001182,Mick,,Mulvaney,,7/21/1967,SC,R,Yes,1/3/2013,45.5,,
113,house,D000612,Jeff,,Denham,,7/29/1967,CA,R,Yes,1/3/2013,45.4,,
113,house,L000573,Raúl,R.,Labrador,,12/8/1967,ID,R,Yes,1/3/2013,45.1,,
113,house,L000575,James,,Lankford,,3/4/1968,OK,R,Yes,1/3/2013,44.8,,
113,house,D000622,Tammy,,Duckworth,,3/12/1968,IL,D,No,1/3/2013,44.8,,
113,house,H001065,George,,Holding,,4/17/1968,NC,R,No,1/3/2013,44.7,,
113,house,M001171,Daniel,B.,Maffei,,7/4/1968,NY,D,No,1/3/2013,44.5,,
113,house,G000567,Tim,,Griffin,,8/21/1968,AR,R,Yes,1/3/2013,44.4,,
